                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                0.28516,                0.23607,                0.28848,                0.88594,                0.97263,                0.97171,                0.99227,                0.97693,                0.97263,                0.97171,                0.99222,                0.97092,                0.22826,                0.17807,                0.23559,                0.86097,              0.0017036,              0.0017036,              0.0017036
                     92,                0.28856,                0.23153,                0.28699,                0.88644,                0.97348,                0.96506,                0.99063,                0.97757,                0.97348,                0.96506,                0.99089,                 0.9674,                0.21494,                0.18872,                0.24652,                0.85961,              0.0017003,              0.0017003,              0.0017003
                     93,                0.28107,                0.22881,                0.28894,                0.88025,                0.97109,                0.98212,                0.99086,                0.98184,                0.97109,                0.98212,                0.99086,                0.96775,                0.21673,                0.17294,                0.23326,                 0.8501,               0.001697,               0.001697,               0.001697
                     94,                0.27306,                0.23295,                0.28027,                0.87617,                0.96679,                0.97942,                0.98988,                0.97609,                0.96679,                0.97942,                0.98988,                 0.9639,                 0.2166,                 0.1958,                0.23453,                0.84769,              0.0016936,              0.0016936,              0.0016936
                     95,                0.27021,                0.22649,                0.27761,                0.87964,                0.97706,                 0.9674,                0.99012,                 0.9748,                0.97111,                0.97371,                0.99075,                0.96476,                0.22299,                0.18697,                0.23592,                 0.8577,              0.0016903,              0.0016903,              0.0016903
                     96,                0.27475,                0.23705,                0.27934,                0.87925,                0.97367,                0.97687,                0.99025,                0.97805,                0.97367,                0.97687,                0.98991,                0.96679,                0.22031,                0.18897,                0.24541,                0.85662,               0.001687,               0.001687,               0.001687
                     97,                0.28376,                0.24171,                 0.2833,                0.87883,                0.97369,                0.97275,                0.98929,                0.97502,                0.97369,                0.97275,                0.98932,                0.96787,                0.22834,                0.18804,                0.24428,                0.86009,              0.0016837,              0.0016837,              0.0016837
                     98,                0.27485,                0.22406,                0.27697,                0.87562,                0.97453,                0.96549,                0.98933,                0.97191,                0.97453,                0.96549,                0.98931,                0.96294,                0.22398,                0.20619,                0.24593,                0.86277,              0.0016803,              0.0016803,              0.0016803
                     99,                0.27879,                0.24337,                0.28447,                0.87919,                0.96873,                0.97725,                0.99132,                0.97491,                0.96873,                0.97725,                0.99132,                0.96889,                0.23569,                0.17901,                0.23992,                0.86439,               0.001677,               0.001677,               0.001677
                    100,                0.28207,                0.22434,                0.28838,                0.87756,                0.97217,                0.97476,                 0.9903,                0.97719,                0.97217,                0.97476,                0.99029,                 0.9678,                 0.2189,                 0.1895,                0.23429,                0.85793,              0.0016737,              0.0016737,              0.0016737
                    101,                0.27449,                0.23557,                 0.2736,                0.87544,                0.97679,                0.92935,                0.97975,                0.95751,                  0.979,                0.93145,                0.98184,                0.95083,                0.24922,                 0.2549,                0.30058,                0.88457,              0.0016703,              0.0016703,              0.0016703
                    102,                0.26343,                0.21482,                0.27158,                0.87766,                0.97569,                0.97052,                0.99074,                0.97958,                0.97569,                0.97052,                0.99074,                0.97093,                 0.1977,                0.16434,                0.22304,                 0.8405,               0.001667,               0.001667,               0.001667
                    103,                0.27701,                 0.2125,                0.27426,                0.87416,                0.97682,                0.97487,                0.99212,                0.97902,                0.97682,                0.97487,                0.99212,                0.96998,                0.22279,                0.16904,                0.23109,                0.85431,              0.0016637,              0.0016637,              0.0016637
                    104,                 0.2856,                0.22431,                0.27615,                0.88111,                0.98164,                0.95558,                0.98522,                0.97144,                0.98164,                0.95558,                0.98522,                0.96164,                0.21017,                0.18725,                0.25184,                0.84938,              0.0016603,              0.0016603,              0.0016603
                    105,                0.26801,                0.21188,                0.27105,                0.87722,                0.97332,                0.96635,                0.98556,                0.97456,                0.97332,                0.96635,                0.98556,                0.96566,                0.20863,                0.18638,                0.24397,                0.84856,               0.001657,               0.001657,               0.001657
                    106,                0.27903,                0.22019,                0.27318,                0.88161,                0.98095,                0.97469,                0.99078,                0.97682,                0.98095,                0.97469,                0.99078,                0.96636,                0.21724,                0.17173,                0.23669,                0.85087,              0.0016537,              0.0016537,              0.0016537
                    107,                0.27576,                0.21189,                0.27263,                0.87672,                0.97971,                0.97266,                0.99258,                 0.9803,                0.98077,                0.97371,                0.99268,                0.97032,                0.22109,                0.17227,                0.22881,                0.85693,              0.0016504,              0.0016504,              0.0016504
                    108,                0.27256,                0.21691,                0.27679,                0.88007,                0.96869,                0.97586,                0.99084,                0.98087,                0.96869,                0.97586,                0.99085,                0.97277,                 0.2075,                0.15409,                0.22561,                0.84521,               0.001647,               0.001647,               0.001647
                    109,                0.27261,                0.21047,                0.26865,                0.87727,                0.97383,                0.97836,                0.99241,                0.97845,                0.97383,                0.97836,                0.99242,                0.97372,                0.21546,                 0.1784,                0.21829,                0.84968,              0.0016437,              0.0016437,              0.0016437
                    110,                0.26244,                0.21941,                0.26334,                0.86579,                0.96801,                0.98634,                0.99035,                0.97916,                0.96801,                0.98634,                0.99035,                 0.9679,                0.20661,                0.16912,                0.23054,                0.84016,              0.0016404,              0.0016404,              0.0016404
                    111,                0.26575,                0.21396,                0.26845,                0.86913,                0.97174,                 0.9762,                0.99201,                0.97969,                0.97279,                0.97725,                0.99217,                0.97192,                0.20725,                0.16028,                0.22636,                0.83966,               0.001637,               0.001637,               0.001637
                    112,                0.26368,                0.23529,                0.26609,                0.87281,                0.97338,                0.96137,                0.99006,                0.97493,                0.97338,                0.96137,                 0.9902,                0.96294,                0.23106,                0.21091,                0.24593,                0.86368,              0.0016337,              0.0016337,              0.0016337
                    113,                0.26602,                0.23224,                0.26334,                 0.8731,                0.98074,                0.96382,                0.99197,                0.97695,                0.98074,                0.96382,                 0.9921,                0.96811,                0.21525,                0.18022,                0.23017,                0.84936,              0.0016304,              0.0016304,              0.0016304
                    114,                0.25535,                0.21799,                0.25891,                0.86826,                0.98068,                0.96077,                0.98999,                0.97857,                0.98068,                0.96077,                0.99019,                0.97052,                0.19635,                0.17661,                0.21826,                0.84025,               0.001627,               0.001627,               0.001627
                    115,                0.25283,                0.21797,                0.26012,                0.86638,                0.96643,                0.97266,                0.98848,                 0.9721,                0.96673,                0.97788,                0.98986,                0.96642,                0.22814,                 0.1851,                0.24535,                0.85554,              0.0016237,              0.0016237,              0.0016237
                    116,                0.26432,                0.21955,                0.27382,                 0.8753,                0.97842,                0.98107,                 0.9929,                0.98197,                0.97842,                0.98107,                 0.9929,                0.97565,                0.19809,                0.16006,                0.20427,                0.83697,              0.0016204,              0.0016204,              0.0016204
                    117,                0.24912,                0.21528,                 0.2602,                0.86489,                0.95385,                0.97056,                0.98681,                0.97568,                0.95385,                0.97056,                0.98681,                0.96362,                0.20566,                0.18689,                 0.2516,                0.84544,              0.0016171,              0.0016171,              0.0016171
                    118,                0.25852,                0.22575,                 0.2598,                0.86438,                0.97273,                0.97537,                0.99054,                0.98013,                0.97273,                0.97537,                0.99054,                0.96807,                0.21446,                0.18035,                0.23544,                0.84523,              0.0016137,              0.0016137,              0.0016137
                    119,                0.25419,                0.20812,                 0.2574,                0.86795,                0.97673,                0.97098,                0.99244,                0.98336,                0.97673,                0.97098,                0.99242,                0.97301,                0.19725,                0.17018,                0.21457,                 0.8417,              0.0016104,              0.0016104,              0.0016104
                    120,                0.24773,                0.21598,                0.25882,                0.86575,                0.97796,                0.97966,                0.99258,                0.98375,                0.97796,                0.97966,                0.99265,                0.97486,                0.19699,                0.16714,                0.20837,                 0.8375,              0.0016071,              0.0016071,              0.0016071
                    121,                0.25578,                0.22007,                0.25843,                0.86253,                0.95973,                0.97056,                0.99058,                0.97707,                0.95925,                0.96951,                0.99057,                0.97184,                 0.2226,                0.18039,                0.24141,                0.85754,              0.0016037,              0.0016037,              0.0016037
                    122,                0.24601,                 0.2078,                 0.2558,                0.86416,                0.97451,                 0.9653,                0.99175,                0.98073,                0.97451,                 0.9653,                0.99175,                0.97286,                0.20213,                0.16663,                0.21821,                0.84603,              0.0016004,              0.0016004,              0.0016004
                    123,                0.24454,                0.20663,                0.25376,                 0.8612,                0.98121,                0.97371,                0.99164,                0.98172,                0.98121,                0.97371,                0.99223,                0.97315,                0.19171,                0.16385,                0.20883,                0.83568,              0.0015971,              0.0015971,              0.0015971
                    124,                0.25048,                0.21209,                0.25308,                0.86272,                0.97784,                 0.9745,                0.99045,                0.98018,                0.97784,                 0.9745,                0.99073,                0.96688,                0.19491,                0.16888,                0.21899,                0.83414,              0.0015937,              0.0015937,              0.0015937
                    125,                0.25269,                0.20562,                0.25344,                0.86793,                0.97365,                0.97897,                0.99227,                 0.9821,                0.97365,                0.97897,                0.99227,                0.97257,                 0.2014,                0.16746,                0.21435,                0.84153,              0.0015904,              0.0015904,              0.0015904
                    126,                0.25102,                0.21466,                0.24798,                0.86091,                0.97544,                0.96635,                 0.9874,                0.97798,                0.97544,                0.96635,                 0.9874,                0.97057,                0.18873,                0.17158,                0.23049,                0.83301,              0.0015871,              0.0015871,              0.0015871
                    127,                0.24916,                0.21347,                0.24714,                0.86448,                0.97568,                0.97056,                0.99146,                0.97932,                0.97568,                0.97056,                0.99146,                0.97361,                0.20094,                0.16537,                0.23217,                0.84083,              0.0015838,              0.0015838,              0.0015838
                    128,                0.24207,                0.20536,                0.25166,                0.85973,                0.96768,                0.98212,                0.99119,                0.98106,                0.96768,                0.98212,                0.99136,                0.97399,                0.19271,                0.16652,                0.21182,                0.83239,              0.0015804,              0.0015804,              0.0015804
                    129,                0.24075,                0.20349,                0.24949,                0.86468,                0.97645,                 0.9674,                0.99031,                0.97916,                0.97645,                 0.9674,                0.99031,                0.97111,                0.18904,                0.15693,                0.22413,                0.83192,              0.0015771,              0.0015771,              0.0015771
                    130,                0.23882,                0.19968,                0.24351,                0.85679,                0.97763,                0.96489,                0.99052,                0.98104,                0.97763,                0.96489,                0.99052,                0.97103,                0.19055,                0.18093,                0.21464,                 0.8342,              0.0015738,              0.0015738,              0.0015738
                    131,                0.24874,                0.20879,                0.24504,                0.85889,                0.97778,                0.97792,                0.99225,                0.98439,                0.97778,                0.97792,                0.99225,                0.97756,                0.18384,                0.16958,                0.20317,                0.82891,              0.0015704,              0.0015704,              0.0015704
                    132,                0.24849,                0.20489,                0.24499,                 0.8594,                0.98291,                0.96787,                0.99222,                  0.983,                0.98291,                0.96787,                0.99222,                0.97505,                0.19005,                0.15481,                0.20917,                0.83641,              0.0015671,              0.0015671,              0.0015671
                    133,                0.23854,                0.19818,                0.24755,                0.85892,                0.98154,                0.96109,                0.98988,                0.97907,                0.98154,                0.96109,                0.98988,                0.96872,                0.19368,                0.17771,                0.22666,                0.83664,              0.0015638,              0.0015638,              0.0015638
                    134,                0.24236,                0.20038,                0.24752,                0.85789,                0.97956,                0.97897,                0.99211,                0.98379,                0.97956,                0.97897,                0.99211,                0.97611,                0.18489,                0.16652,                 0.1987,                0.82798,              0.0015604,              0.0015604,              0.0015604
                    135,                0.23602,                0.19741,                0.24045,                0.85436,                0.96573,                  0.978,                0.98983,                0.98093,                0.96573,                  0.978,                0.98983,                0.97086,                0.18567,                0.17223,                 0.2088,                0.82809,              0.0015571,              0.0015571,              0.0015571
                    136,                0.24017,                0.19345,                0.24299,                0.85853,                0.97367,                0.97581,                0.99128,                0.98277,                0.97367,                0.97581,                0.99128,                 0.9733,                0.17627,                0.16302,                 0.2038,                0.82521,              0.0015538,              0.0015538,              0.0015538
                    137,                0.24317,                0.20111,                0.24341,                0.85805,                0.97669,                0.96931,                0.98762,                0.97628,                0.97669,                0.96931,                0.98903,                0.96866,                0.21359,                0.16895,                 0.2281,                0.84795,              0.0015505,              0.0015505,              0.0015505
                    138,                0.25159,                 0.2083,                0.24843,                0.86193,                0.97748,                0.95829,                 0.9849,                0.97223,                0.97748,                0.95829,                0.98474,                0.96304,                0.20877,                0.19171,                0.23252,                0.84334,              0.0015471,              0.0015471,              0.0015471
                    139,                0.23463,                0.20033,                0.24821,                0.85563,                0.97277,                0.97672,                0.99234,                0.98342,                0.97277,                0.97672,                0.99234,                0.97628,                0.18248,                 0.1648,                0.20107,                0.82631,              0.0015438,              0.0015438,              0.0015438
                    140,                0.23583,                0.21017,                0.24357,                0.85663,                0.97661,                0.97687,                0.99026,                0.98106,                0.97556,                0.97581,                0.99004,                0.97155,                  0.186,                0.18117,                0.20844,                0.83021,              0.0015405,              0.0015405,              0.0015405
                    141,                0.23832,                0.19796,                0.24468,                0.85882,                0.97877,                0.97266,                0.99013,                0.98022,                0.97877,                0.97266,                0.99013,                0.97051,                0.18473,                0.16327,                0.21957,                0.83036,              0.0015371,              0.0015371,              0.0015371
                    142,                 0.2367,                0.19912,                0.23979,                0.85715,                0.97148,                0.98318,                0.99168,                0.98461,                0.96967,                0.98423,                0.99168,                0.97561,                 0.1765,                0.15624,                0.20044,                0.82507,              0.0015338,              0.0015338,              0.0015338
                    143,                0.24116,                0.19214,                0.23979,                0.85899,                0.98071,                0.96845,                0.98756,                 0.9781,                 0.9819,                0.96948,                0.98824,                0.97064,                0.18978,                0.17282,                0.21586,                0.83415,              0.0015305,              0.0015305,              0.0015305
                    144,                0.23573,                0.19375,                0.24668,                0.85728,                0.97142,                0.96498,                0.98783,                0.97722,                0.97142,                0.96498,                0.98827,                0.96861,                0.18619,                0.18161,                0.21389,                0.83038,              0.0015271,              0.0015271,              0.0015271
                    145,                0.23335,                0.19891,                0.24147,                0.85454,                0.97608,                0.97687,                0.99153,                0.98279,                0.97713,                0.97792,                0.99156,                0.97371,                 0.1813,                0.15941,                0.20471,                0.82849,              0.0015238,              0.0015238,              0.0015238
                    146,                0.22947,                 0.2034,                0.23645,                 0.8521,                0.97041,                0.97897,                0.99078,                0.98184,                0.97041,                0.97897,                0.99078,                 0.9714,                0.19019,                0.17511,                0.20737,                0.83461,              0.0015205,              0.0015205,              0.0015205
                    147,                0.24017,                0.21368,                0.24028,                0.85661,                0.98013,                0.95794,                0.98875,                0.97879,                0.98013,                0.95794,                0.98875,                0.97043,                 0.1962,                0.16962,                0.22693,                0.83504,              0.0015172,              0.0015172,              0.0015172
                    148,                0.24428,                0.22056,                0.24243,                0.85849,                0.98002,                0.97979,                0.99191,                 0.9837,                0.98002,                0.97979,                0.99191,                0.97438,                0.18374,                0.16451,                 0.1955,                0.82758,              0.0015138,              0.0015138,              0.0015138
                    149,                0.23398,                0.19974,                0.23655,                0.85529,                0.97404,                0.98649,                0.99164,                0.98453,                0.97404,                0.98649,                0.99164,                0.97553,                0.18074,                0.15558,                0.20007,                0.82663,              0.0015105,              0.0015105,              0.0015105
                    150,                0.23293,                0.20003,                0.23655,                0.85451,                0.97192,                0.96951,                0.98953,                0.98272,                0.97192,                0.96951,                0.98953,                0.97312,                0.17282,                0.16256,                0.21024,                0.82154,              0.0015072,              0.0015072,              0.0015072
                    151,                0.24326,                0.19828,                0.23534,                0.85945,                0.97591,                0.97956,                0.99139,                0.98392,                0.97591,                0.97956,                0.99139,                0.97434,                0.17667,                0.16042,                0.19794,                0.82459,              0.0015038,              0.0015038,              0.0015038
                    152,                 0.2354,                0.19293,                0.23147,                0.85737,                0.97491,                0.98051,                0.99153,                0.98429,                0.97491,                0.98051,                0.99153,                0.97593,                 0.1802,                 0.1654,                0.19566,                0.82792,              0.0015005,              0.0015005,              0.0015005
                    153,                0.23687,                0.19042,                0.23505,                0.85329,                 0.9809,                0.97225,                0.99232,                0.98416,                 0.9809,                0.97225,                0.99232,                0.97769,                0.17733,                0.15173,                0.19226,                0.82362,              0.0014972,              0.0014972,              0.0014972
                    154,                0.23126,                0.19045,                0.23284,                0.85427,                0.98088,                0.97056,                0.99233,                0.98387,                0.98088,                0.97056,                0.99233,                0.97569,                0.17788,                  0.161,                 0.1996,                0.82726,              0.0014938,              0.0014938,              0.0014938
                    155,                0.22623,                 0.1931,                0.23111,                0.85442,                0.98644,                0.97161,                0.99242,                0.98461,                0.98644,                0.97161,                0.99242,                0.97631,                0.17411,                0.15229,                 0.1972,                0.82327,              0.0014905,              0.0014905,              0.0014905
                    156,                0.22032,                0.18815,                0.22629,                0.85034,                0.98297,                0.97093,                0.99098,                0.98303,                0.98297,                0.97093,                0.99098,                0.97465,                0.17712,                0.14948,                0.20343,                0.82448,              0.0014872,              0.0014872,              0.0014872
                    157,                0.23498,                0.18902,                0.23556,                0.85549,                0.97752,                0.96635,                0.99079,                0.98265,                0.97752,                0.96635,                0.99065,                0.97417,                 0.1714,                0.15683,                0.20645,                  0.821,              0.0014839,              0.0014839,              0.0014839
                    158,                0.22949,                0.19316,                0.22877,                0.85602,                0.97522,                0.97161,                0.99027,                 0.9823,                0.97522,                0.97161,                0.99029,                0.97265,                0.17383,                0.16595,                0.20003,                0.82153,              0.0014805,              0.0014805,              0.0014805
                    159,                0.22477,                0.18487,                0.22568,                0.84844,                0.97896,                0.95689,                0.98713,                 0.9787,                0.97001,                 0.9653,                0.98777,                 0.9697,                 0.1719,                 0.1651,                0.20577,                 0.8255,              0.0014772,              0.0014772,              0.0014772
                    160,                0.22482,                0.19052,                0.22228,                 0.8466,                0.97255,                0.97371,                0.99013,                0.98255,                0.97255,                0.97371,                0.99015,                0.97328,                0.16888,                0.15325,                0.20343,                0.81983,              0.0014739,              0.0014739,              0.0014739
                    161,                0.22648,                0.18459,                0.22186,                0.85018,                0.97473,                0.97056,                 0.9904,                0.98316,                0.97473,                0.97056,                0.99036,                0.97512,                0.17538,                0.16597,                0.20374,                0.82239,              0.0014705,              0.0014705,              0.0014705
                    162,                0.21823,                0.18638,                0.21871,                0.85233,                0.97638,                0.95638,                0.99038,                0.98276,                0.97638,                0.95638,                 0.9905,                0.97379,                0.17158,                0.15938,                0.21275,                0.81974,              0.0014672,              0.0014672,              0.0014672
                    163,                0.22165,                0.18749,                0.22696,                0.84978,                0.97858,                 0.9674,                0.99087,                0.98344,                0.97858,                 0.9674,                0.99087,                 0.9739,                0.17254,                0.14804,                 0.2035,                0.81969,              0.0014639,              0.0014639,              0.0014639
                    164,                0.22113,                0.18566,                0.22649,                 0.8469,                0.97789,                 0.9653,                0.98865,                0.97886,                0.97789,                 0.9653,                0.98941,                0.96958,                0.17896,                0.16421,                0.21694,                0.82461,              0.0014605,              0.0014605,              0.0014605
                    165,                0.22682,                0.20102,                 0.2255,                 0.8472,                0.97278,                0.97707,                0.99132,                0.98425,                0.97278,                0.97707,                0.99132,                0.97496,                0.17424,                0.16897,                0.19507,                0.82093,              0.0014572,              0.0014572,              0.0014572
                    166,                0.21956,                0.18327,                0.22435,                0.84763,                0.97985,                0.97133,                0.99049,                0.98308,                0.97985,                0.97133,                0.99084,                0.97341,                0.17606,                0.16954,                0.19604,                0.82279,              0.0014539,              0.0014539,              0.0014539
                    167,                0.22835,                0.20204,                0.23118,                0.85198,                0.96947,                0.97476,                0.99123,                0.98276,                0.96947,                0.97476,                 0.9914,                0.97439,                0.17567,                0.17593,                0.20624,                0.82508,              0.0014506,              0.0014506,              0.0014506
                    168,                 0.2321,                0.21105,                0.23312,                0.85315,                0.97863,                0.97161,                0.99169,                0.98194,                0.97757,                0.97056,                0.99165,                0.97293,                0.17201,                0.19206,                0.20005,                0.82517,              0.0014472,              0.0014472,              0.0014472
                    169,                 0.2198,                0.20399,                0.22339,                0.84564,                0.95767,                0.97539,                0.98615,                0.97906,                 0.9587,                0.97645,                0.98764,                0.96889,                0.17526,                0.16342,                0.21942,                0.82353,              0.0014439,              0.0014439,              0.0014439
                    170,                0.21487,                0.18888,                0.22183,                0.84412,                0.97077,                0.98107,                0.99148,                0.98315,                0.97077,                0.98107,                0.99148,                0.97497,                0.16609,                0.15617,                0.18874,                0.82289,              0.0014406,              0.0014406,              0.0014406
                    171,                0.22316,                0.20118,                0.22759,                0.84807,                0.97681,                 0.9746,                0.99159,                0.98316,                0.97787,                0.97565,                0.99165,                0.97453,                0.18074,                0.18635,                0.19439,                0.82721,              0.0014372,              0.0014372,              0.0014372
                    172,                0.22708,                0.19564,                 0.2305,                0.84861,                 0.9641,                0.97897,                0.98935,                0.97846,                0.96862,                0.97388,                0.98967,                0.96943,                0.17702,                0.16818,                0.20257,                0.82709,              0.0014339,              0.0014339,              0.0014339
                    173,                0.22181,                0.19292,                0.22359,                 0.8468,                0.97219,                0.98107,                 0.9903,                0.98253,                0.97219,                0.98107,                0.99039,                0.97369,                0.17329,                0.17662,                 0.1917,                0.82471,              0.0014306,              0.0014306,              0.0014306
                    174,                0.22722,                0.19641,                0.22901,                0.84682,                0.97259,                0.97005,                0.98684,                0.97846,                0.97259,                0.97005,                0.98806,                0.96711,                 0.1771,                0.18797,                0.21417,                0.82402,              0.0014272,              0.0014272,              0.0014272
                    175,                0.22616,                0.19449,                0.22616,                0.84951,                0.96874,                0.97056,                0.98568,                0.97762,                0.96874,                0.97056,                0.98871,                0.96487,                 0.1764,                0.17204,                0.20131,                0.82207,              0.0014239,              0.0014239,              0.0014239
                    176,                0.22108,                0.19325,                0.22303,                 0.8494,                0.96725,                0.97371,                0.98952,                0.98014,                0.96725,                0.97371,                0.98952,                0.97059,                0.17884,                0.17476,                0.20108,                0.82463,              0.0014206,              0.0014206,              0.0014206
                    177,                0.22249,                0.18614,                0.22241,                0.84497,                0.97973,                0.96564,                 0.9901,                0.98262,                0.98073,                 0.9674,                0.99013,                0.97242,                 0.1706,                0.15256,                0.20332,                0.81929,              0.0014172,              0.0014172,              0.0014172
                    178,                0.21782,                0.18552,                0.22081,                0.84582,                0.97078,                0.97834,                0.99203,                0.98478,                0.97078,                0.97834,                0.99203,                0.97581,                0.17223,                0.15163,                0.19339,                0.82122,              0.0014139,              0.0014139,              0.0014139
                    179,                0.21831,                0.19181,                0.21729,                 0.8446,                0.98667,                0.97266,                0.99199,                0.98503,                0.98667,                0.97266,                0.99202,                0.97602,                0.16868,                0.15629,                0.18961,                0.81853,              0.0014106,              0.0014106,              0.0014106
                    180,                0.21282,                0.17667,                0.21438,                0.84515,                0.98826,                0.97333,                0.99191,                0.98281,                0.98826,                0.97333,                0.99191,                0.97332,                 0.1686,                0.16775,                0.18198,                0.81846,              0.0014073,              0.0014073,              0.0014073
                    181,                0.21882,                0.19038,                 0.2193,                0.84615,                0.97884,                0.97297,                0.98961,                0.98088,                0.97884,                0.97297,                0.98961,                0.96947,                0.16882,                0.18237,                0.20776,                0.82059,              0.0014039,              0.0014039,              0.0014039
